"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1881555185631457298","Tue Jan 21 04:11:28 +0000 2025","0","Intensitas Perjalanan KA Semarang-Jakarta Bertambah. #keretaapi #PTKAI #KAI #ptkeretaapiindonesia #semarang #Jakarta https://t.co/txP6pH0b4e https://t.co/fXk4Q4Hm5b","1881555185631457298","https://pbs.twimg.com/media/GhygQzcbMAAn-Uf.jpg","","in","","0","0","0","https://x.com/bisnisjatengdiy/status/1881555185631457298","323030706","bisnisjatengdiy"
"1880498740920021308","Sat Jan 18 06:13:32 +0000 2025","1","Kasian semuanya.. Pdhl enak kalau bisa turun hirup udara segar sebentar @PTKAI. Coba ditinjau ulang kebijakannya","1880498740920021308","","","in","","0","0","0","https://x.com/ratu12noer/status/1880498740920021308","1265082256160256000","ratu12noer"
"1880414785399148596","Sat Jan 18 00:39:55 +0000 2025","0","Di angkot JakLingko bbrp penumpang Lansia sebut ada kartu khusus Lansia untuk Commuterline (KRL) kata mrk bisa diurus di Sta Sudirman .... Mohon info .... @PTKAI @CommuterLine @YLKI_ID","1880414785399148596","","","in","DKI Jakarta, Indonesia","0","1","0","https://x.com/infokespro/status/1880414785399148596","98528364","infokespro"
"1880238645166198854","Fri Jan 17 13:00:00 +0000 2025","0","Siap-siap long weekend! KAI sediakan kereta tambahan buat kamu yang mau liburan! Cek rute dan jadwalnya di sini! #PTKAI #KeretaApi #Informasi #MedcomId #MudaMemberiArti https://t.co/M9qFrw0hWV","1880238645166198854","","","in","Jakarta Capital Region, Indone","0","0","0","https://x.com/medcom_id/status/1880238645166198854","902837643024539651","medcom_id"
"1879343241486876751","Wed Jan 15 12:50:11 +0000 2025","0","@beloveddara @MrOngDedy @PTKAI @KAI121 Jangan mention. Pelayanan negara miskin emang jelek tapi sok suruh lapor ke kai ","1879511397580894635","","beloveddara","in","Australia","0","0","0","https://x.com/bananana01010/status/1879511397580894635","1689620093079375873","bananana01010"
"1879343241486876751","Wed Jan 15 12:13:55 +0000 2025","0","@MrOngDedy @PTKAI Geli bgt liat kelakuannya keliatan kalo org pcrn. Anjir mau gw semprot aja mereka. Besok lgi di cek lah penumpangnya sesuai seat ga jgn wira wiri doang konduktur @KAI121","1879502269017944270","","beloveddara","in","Tangerang, Indonesia","0","2","0","https://x.com/beloveddara/status/1879502269017944270","1379238348","beloveddara"
"1879343241486876751","Wed Jan 15 12:12:37 +0000 2025","0","@MrOngDedy Ga sopan bgt nunjuk aja congornya ga mangap ngomong sama sekali. Laki gw krna ga enakan maybe dia iya² aja pdhl gw udh mangap mau protes. Kata dia 'udh biarin'. Pdhl nyari seat yg sederet gitu susah pikirnya biar anak kita wara wiri nya enak. Penumpang lo tolong @PTKAI","1879501944265548205","","beloveddara","in","Tangerang, Indonesia","0","1","0","https://x.com/beloveddara/status/1879501944265548205","1379238348","beloveddara"
"1879090688903839901","Tue Jan 14 13:25:51 +0000 2025","0","@KAI121 Kl ke jogya kursinya ekonomi seperti itu atau bukan ya trus kl pesan tiket tuk rombangan d customer service atau ptkai access ya.","1879157987316748425","","KAI121","in","jakarta","0","1","0","https://x.com/imofitriyanto/status/1879157987316748425","287681739","imofitriyanto"
"1879083609610723623","Tue Jan 14 08:30:18 +0000 2025","0","Perancang dan pembuat gerbongnya bodoh insinyur lulusan mana itu? Bodoh semua seperti belum pernah bikin gerbong. @PTKAI @InkaProduction Kemenhub akan Evaluasi PT KAI dan PT INKA soal Kereta Api yang Hampir Tak Muat Masuk Terowongan https://t.co/cwj4XPCM6b","1879083609610723623","","","in","","0","0","0","https://x.com/jari_droid/status/1879083609610723623","1486631613932834819","jari_droid"
"1878685793356808635","Mon Jan 13 06:09:32 +0000 2025","42","Ga bahaya niehh? @KPK_RI @KejaksaanRI #rudiasatturidhaout #dirutkai #ptkai #tolakrudiasaturridha https://t.co/EnVLjS7gyR","1878685793356808635","https://pbs.twimg.com/ext_tw_video_thumb/1878685725895581696/pu/img/zw_B228H-GC0hj2i.jpg","","tl","","0","0","39","https://x.com/jaspyaveec/status/1878685793356808635","1803344463399444480","jaspyaveec"
"1878383518570684766","Sun Jan 12 10:08:24 +0000 2025","1","akun cenblu cepu ke ptkai","1878383518570684766","","","in","paradise","0","0","0","https://x.com/wcahyadi_/status/1878383518570684766","43559788","wcahyadi_"
"1877597499390586897","Sat Jan 11 04:15:50 +0000 2025","0","@JangDikeee @MurtadhaOne1 @PTKAI @KAI121 @KemenBUMN @erickthohir @pt_inka @prabowo @JangDikeee siapa yg mengelola Terowongan dari 1902 itu di seperempat Abad 21?","1877932405778010462","","JangDikeee","in","","0","0","0","https://x.com/KarundengUsi/status/1877932405778010462","1331653431723913217","KarundengUsi"
"1877597499390586897","Fri Jan 10 11:09:01 +0000 2025","0","@MurtadhaOne1 @PTKAI @KAI121 @KemenBUMN @erickthohir koq bisa @PTKAI @KAI121 itu siapa yg bwt TEROWONGAN Kereta Api yg gak muat gerbong produk @pt_inka Emang gak janjian gituh? Presiden @prabowo tolong serius PERHATIKAN BUMN-BUMN Indonesia Pak Kapan ada BUMN yg seriously World Class? https://t.co/ZdU7ZMGwz6","1877673998487605490","https://pbs.twimg.com/media/Gg7WjPcacAAYJsW.jpg","MurtadhaOne1","in","","0","1","0","https://x.com/KarundengUsi/status/1877673998487605490","1331653431723913217","KarundengUsi"
"1877541640208003204","Fri Jan 10 02:23:04 +0000 2025","0","Yang terhormat @PTKAI mohon agar pengerjaan rel kereta tidak pada jam aktivitas mastarakat ini sangat mengganggu. Lokasi perlintasan kereta desa jengkok kertasemaya indramayu https://t.co/WeupW07OU6","1877541640208003204","https://pbs.twimg.com/ext_tw_video_thumb/1877541363388133382/pu/img/ni4izfdzIwq-zGNj.jpg","","in","indramayu","0","0","0","https://x.com/SaepullahEep/status/1877541640208003204","977281441","SaepullahEep"
"1876040808719380644","Mon Jan 06 10:43:39 +0000 2025","0","@jancooeek kalo pak jonan ga ngerombak @PTKAI pasti jadi gini wkwkwkw","1876218065828131304","","jancooeek","in","","0","0","0","https://x.com/kidsakhirzaman/status/1876218065828131304","1065893262","kidsakhirzaman"
